_time,Module9 Temperature Ch1,Module9 Temperature Ch2,Module9 Temperature Ch3,Module9 Temperature Ch4,Module9 Temperature Ch5,Module9 Temperature Ch6
2023-08-21 00:00:00+00:00,0.35161290322580707,0.4142857142857137,0.45918367346938693,0.4834123222748818,0.47872340425531956,0.4387755102040812
2023-08-21 00:00:30+00:00,0.3354838709677423,0.39999999999999925,0.4693877551020401,0.4928909952606632,0.4893617021276594,0.44897959183673364
2023-08-21 00:01:00+00:00,0.3596774193548389,0.39285714285714146,0.46428571428571314,0.48815165876777183,0.48404255319148876,0.44387755102040666
2023-08-21 00:01:30+00:00,0.33548387096774346,0.40000000000000024,0.46938775510204084,0.4928909952606632,0.4893617021276594,0.44897959183673436
2023-08-21 00:02:00+00:00,0.367741935483873,0.40000000000000124,0.46938775510204156,0.49289099526066393,0.48936170212766017,0.4489795918367351
2023-08-21 00:02:30+00:00,0.3354838709677423,0.40000000000000024,0.46938775510204084,0.4928909952606632,0.4893617021276594,0.44897959183673436
2023-08-21 00:03:00+00:00,0.3354838709677423,0.40000000000000024,0.46938775510204084,0.4928909952606632,0.4893617021276594,0.44897959183673436
2023-08-21 00:03:30+00:00,0.34838709677419477,0.4114285714285735,0.47755102040816383,0.50047393364929,0.4978723404255331,0.4571428571428581
2023-08-21 00:04:00+00:00,0.3354838709677411,0.40000000000000024,0.4693877551020401,0.5118483412322274,0.4893617021276594,0.44897959183673436
2023-08-21 00:04:30+00:00,0.31612903225806294,0.4114285714285704,0.47755102040816166,0.5004739336492887,0.4978723404255315,0.4571428571428559
2023-08-21 00:05:00+00:00,0.3354838709677423,0.40000000000000024,0.4693877551020401,0.5118483412322274,0.48936170212766017,0.44897959183673436
2023-08-21 00:05:30+00:00,0.3354838709677423,0.42857142857142816,0.4897959183673465,0.5308056872037911,0.5106382978723405,0.46938775510204006
2023-08-21 00:06:00+00:00,0.30322580645161273,0.39999999999999925,0.4693877551020401,0.5118483412322268,0.4893617021276594,0.46938775510204006
2023-08-21 00:06:30+00:00,0.3354838709677423,0.42857142857142816,0.4897959183673465,0.5308056872037911,0.5106382978723398,0.46938775510204006
2023-08-21 00:07:00+00:00,0.3032258064516139,0.40000000000000024,0.46938775510204084,0.5118483412322274,0.4893617021276594,0.4693877551020408
2023-08-21 00:07:30+00:00,0.3032258064516139,0.4285714285714292,0.48979591836734726,0.5308056872037917,0.5106382978723405,0.4693877551020408
2023-08-21 00:08:00+00:00,0.3193548387096787,0.4142857142857147,0.479591836734694,0.5402843601895738,0.49999999999999994,0.47959183673469397
